0 0 0.0 0.0 0 
0 0 0.0 0.0 0 
0 0 0.0 0.0 0 
0 0 0.0 0.0 0 
1 4 14.0 0.0 0 
1 4 14.0 0.0 0 
1 4 14.0 0.0 0 
1 4 14.0 0.0 0 
1 4 14.0 0.0 0 
2 4 13.75 0.0 0 
2 4 13.75 0.0 0 
2 4 13.75 0.0 0 
2 4 13.75 0.0 0 
2 4 13.75 0.0 0 
3 4 12.75 0.0 0 
3 4 12.75 0.0 0 
3 4 12.75 0.0 0 
3 4 12.75 0.0 0 
3 4 12.75 0.0 0 
4 4 11.75 0.0 0 
4 4 11.75 0.0 0 
4 4 11.75 0.0 0 
4 4 11.75 0.0 0 
4 4 11.75 0.0 0 
5 4 10.75 0.0 0 
5 4 10.75 0.0 0 
5 4 10.75 0.0 0 
5 4 10.75 0.0 0 
5 4 10.75 0.0 0 
6 4 10.5 0.0 0 
6 4 10.5 0.0 0 
6 4 10.5 0.0 0 
6 4 10.5 0.0 0 
6 4 10.5 0.0 0 
7 4 9.5 0.0 0 
7 4 9.5 0.0 0 
7 4 9.5 0.0 0 
7 4 9.5 0.0 0 
7 4 9.5 0.0 0 
8 4 9.25 0.0 0 
8 4 9.25 0.0 0 
8 4 9.25 0.0 0 
8 4 9.25 0.0 0 
8 4 9.25 0.0 0 
9 4 8.25 0.0 0 
9 4 8.25 0.0 0 
9 4 8.25 0.0 0 
9 4 8.25 0.0 0 
9 4 8.25 0.0 0 
10 4 8.0 0.0 0 
10 4 8.0 0.0 0 
10 4 8.0 0.0 0 
10 4 8.0 0.0 0 
10 4 8.0 0.0 0 
11 4 7.0 0.0 0 
11 4 7.0 0.0 0 
11 4 7.0 0.0 0 
11 4 7.0 0.0 0 
11 4 7.0 0.0 0 
12 4 6.0 0.0 0 
12 4 6.0 0.0 0 
12 4 6.0 0.0 0 
12 4 6.0 0.0 0 
12 4 6.0 0.0 0 
13 4 5.0 0.0 0 
13 4 5.0 0.0 0 
13 4 5.0 0.0 0 
13 4 5.0 0.0 0 
13 4 5.0 0.0 0 
14 4 4.0 0.0 0 
14 4 4.0 0.0 0 
14 4 4.0 0.0 0 
14 4 4.0 0.0 0 
14 4 4.0 0.0 0 
15 4 3.75 0.0 0 
15 4 3.75 0.0 1 
15 4 3.75 0.0 1 
15 4 3.75 0.0 1 
16 3 4.0 0.0 1 
16 3 4.0 0.0 1 
16 3 4.0 0.0 1 
16 3 4.0 0.0 1 
17 3 3.0 0.0 1 
17 3 3.0 0.0 1 
17 3 3.0 0.0 1 
17 3 3.0 0.0 1 
18 3 3.0 0.0 1 
18 3 3.0 0.0 2 
18 3 3.0 0.0 2 
19 2 5.0 0.0 2 
19 2 5.0 0.0 2 
19 2 5.0 0.0 2 
20 2 5.5 0.0 2 
20 2 5.5 0.0 2 
20 2 5.5 0.0 2 
21 2 4.5 0.0 2 
21 2 4.5 0.0 2 
21 2 4.5 0.0 2 
22 2 3.5 0.0 2 
22 2 3.5 0.0 2 
22 2 3.5 0.0 2 
23 2 4.0 0.0 2 
23 2 4.0 0.0 2 
23 2 4.0 0.0 2 
24 2 4.5 0.0 2 
24 2 4.5 0.0 3 
25 1 8.0 0.0 3 
25 1 8.0 0.0 3 
26 1 10.0 0.0 3 
26 1 10.0 0.0 3 
27 1 12.0 0.0 3 
27 1 12.0 0.0 3 
28 1 14.0 0.0 3 
28 1 14.0 0.0 3 
29 1 13.0 0.0 3 
29 1 13.0 0.0 3 
30 1 12.0 0.0 3 
30 1 12.0 0.0 3 
31 1 11.0 0.0 3 
31 1 11.0 0.0 3 
32 1 10.0 0.0 3 
32 1 10.0 0.0 3 
33 1 12.0 0.0 3 
33 1 12.0 0.0 3 
34 1 11.0 0.0 3 
34 1 11.0 0.0 3 
35 1 10.0 0.0 3 
35 1 10.0 0.0 3 
36 1 12.0 0.0 3 
36 1 12.0 0.0 3 
37 1 11.0 0.0 3 
37 1 11.0 0.0 3 
38 1 10.0 0.0 3 
38 1 10.0 0.0 3 
39 1 12.0 0.0 3 
39 1 12.0 0.0 3 
40 1 14.0 0.0 3 
40 1 14.0 0.0 3 
41 1 13.0 0.0 3 
41 1 13.0 0.0 3 
42 1 12.0 0.0 3 
42 1 12.0 0.0 3 
43 1 11.0 0.0 3 
43 1 11.0 0.0 3 
44 1 10.0 0.0 3 
44 1 10.0 0.0 3 
45 1 12.0 0.0 3 
